"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7895228"	"0.31269"	"6.00e-02"	"2.240799"	"-4.54144"	"0.7430675"	""	""
"7895669"	"0.312697"	"6.00e-02"	"2.240675"	"-4.54162"	"0.359104"	""	""
"8026861"	"0.312705"	"6.00e-02"	"-2.240548"	"-4.5418"	"-0.1785309"	"B3GNT3"	"UDP-Glc0c:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"
"8122672"	"0.312732"	"6.01e-02"	"-2.240273"	"-4.5422"	"-0.1815782"	"TAB2"	"TGF-beta activated kinase 1/MAP3K7 binding protein 2"
"8125788"	"0.312732"	"6.01e-02"	"-2.24027"	"-4.54221"	"-0.1682146"	"LEMD2"	"LEM domain containing 2"
"8021208"	"0.312815"	"6.01e-02"	"-2.239887"	"-4.54276"	"-0.1663534"	"ME2"	"malic enzyme 2"
"8040336"	"0.312815"	"6.01e-02"	"2.239872"	"-4.54278"	"0.4047614"	""	""
"8168674"	"0.313008"	"6.01e-02"	"2.239265"	"-4.54366"	"0.1913833"	""	""
"8115014"	"0.313008"	"6.02e-02"	"2.239116"	"-4.54388"	"0.2069274"	"IL17B"	"interleukin 17B"
"7967711"	"0.313008"	"6.02e-02"	"-2.23895"	"-4.54412"	"-0.1780137"	"DDX51"	"DEAD-box helicase 51"
"8089926"	"0.313008"	"6.02e-02"	"2.238397"	"-4.54492"	"0.1863995"	""	""
"8078270"	"0.313008"	"6.02e-02"	"2.23823"	"-4.54516"	"0.2497272"	"RPL15"	"ribosomal protein L15"
"7896056"	"0.313008"	"6.02e-02"	"-2.238225"	"-4.54517"	"-0.5768233"	""	""
"8025255"	"0.313008"	"6.02e-02"	"-2.238167"	"-4.54525"	"-0.164438"	"STXBP2"	"syntaxin binding protein 2"
"8075126"	"0.313008"	"6.03e-02"	"2.238098"	"-4.54536"	"0.1779759"	"MN1"	"MN1 proto-oncogene, transcriptional regulator"
"7958989"	"0.313008"	"6.03e-02"	"-2.238001"	"-4.5455"	"-0.1823641"	"PLBD2"	"phospholipase B domain containing 2"
"8090565"	"0.313008"	"6.03e-02"	"2.237854"	"-4.54571"	"0.2200044"	"SNORA7B"	"small nucleolar R0, H/ACA box 7B"
"7896333"	"0.313008"	"6.03e-02"	"2.237801"	"-4.54579"	"0.2401168"	""	""
"8071489"	"0.313008"	"6.03e-02"	"-2.237795"	"-4.54579"	"-0.1572728"	"P2RX6"	"purinergic receptor P2X 6"
"8168729"	"0.313008"	"6.03e-02"	"2.237775"	"-4.54582"	"0.3104778"	""	""
"8119184"	"0.313008"	"6.03e-02"	"-2.237714"	"-4.54591"	"-0.1605473"	"RNF8"	"ring finger protein 8"
"7902448"	"0.313008"	"6.03e-02"	"2.237681"	"-4.54596"	"0.1727649"	"RPL17-C18orf32///RPL17"	"RPL17-C18orf32 readthrough///ribosomal protein L17"
"8017212"	"0.313008"	"6.03e-02"	"-2.237635"	"-4.54603"	"-0.1756617"	"USP32"	"ubiquitin specific peptidase 32"
"8155110"	"0.313008"	"6.03e-02"	"-2.237603"	"-4.54607"	"-0.2164948"	"RGP1"	"RGP1 homolog, RAB6A GEF complex partner 1"
"7916489"	"0.31312"	"6.03e-02"	"2.23725"	"-4.54659"	"0.250893"	""	""
"8107855"	"0.313147"	"6.03e-02"	"2.237041"	"-4.54689"	"0.2806398"	"RNU6ATAC"	"R0, U6atac small nuclear (U12-dependent splicing)"
"8173766"	"0.313147"	"6.04e-02"	"2.236974"	"-4.54699"	"0.236851"	"BRWD3"	"bromodomain and WD repeat domain containing 3"
"8142098"	"0.313232"	"6.04e-02"	"-2.236563"	"-4.54758"	"-0.3468926"	"ATXN7L1"	"ataxin 7 like 1"
"7973149"	"0.313232"	"6.04e-02"	"2.236506"	"-4.54766"	"0.2324896"	"R0SE7"	"ribonuclease A family member 7"
"8083690"	"0.313232"	"6.04e-02"	"2.236423"	"-4.54778"	"0.295998"	"IL12A"	"interleukin 12A"
"7894079"	"0.313232"	"6.04e-02"	"-2.236331"	"-4.54792"	"-0.2137177"	""	""
"8060895"	"0.313232"	"6.04e-02"	"2.236246"	"-4.54804"	"0.2979457"	"RNU105B"	"R0, U105B small nucleolar"
"8166657"	"0.313252"	"6.04e-02"	"2.236095"	"-4.54826"	"0.3164463"	""	""
"8099091"	"0.313397"	"6.05e-02"	"2.235673"	"-4.54887"	"0.2206905"	""	""
"7895756"	"0.313513"	"6.05e-02"	"-2.235313"	"-4.54939"	"-0.5217748"	""	""
"8085606"	"0.313524"	"6.05e-02"	"2.235181"	"-4.54959"	"0.1883688"	""	""
"8102342"	"0.313622"	"6.05e-02"	"2.234802"	"-4.55013"	"0.2861152"	"ELOVL6"	"ELOVL fatty acid elongase 6"
"8176719"	"0.313622"	"6.05e-02"	"2.23475"	"-4.55021"	"0.2086508"	"EIF1AY"	"eukaryotic translation initiation factor 1A, Y-linked"
"7950409"	"0.313672"	"6.06e-02"	"2.234535"	"-4.55052"	"0.2641367"	"KCNE3"	"potassium voltage-gated channel subfamily E regulatory subunit 3"
"7895386"	"0.313796"	"6.06e-02"	"2.234159"	"-4.55107"	"0.6754506"	""	""
"8175706"	"0.313842"	"6.06e-02"	"2.23395"	"-4.55137"	"0.4298088"	"MIR105-2///MIR105-1"	"microR0 105-2///microR0 105-1"
"7939116"	"0.313956"	"6.07e-02"	"2.233594"	"-4.55189"	"0.1677055"	""	""
"8039092"	"0.31421"	"6.07e-02"	"2.232939"	"-4.55283"	"0.1652023"	""	""
"7970954"	"0.31434"	"6.07e-02"	"2.23255"	"-4.5534"	"0.1621523"	"DCLK1"	"doublecortin like kinase 1"
"7936320"	"0.31441"	"6.08e-02"	"2.232231"	"-4.55386"	"0.2519276"	"RPL13AP6"	"ribosomal protein L13a pseudogene 6"
"7908879"	"0.31441"	"6.08e-02"	"-2.232181"	"-4.55393"	"-0.1765258"	"PPFIA4"	"PTPRF interacting protein alpha 4"
"8000034"	"0.314536"	"6.08e-02"	"-2.231704"	"-4.55463"	"-0.2002283"	"D0H3"	"dynein axonemal heavy chain 3"
"7935462"	"0.314536"	"6.08e-02"	"-2.231687"	"-4.55465"	"-0.2315612"	"EXOSC1"	"exosome component 1"
"8146480"	"0.314536"	"6.08e-02"	"2.231585"	"-4.5548"	"0.3100729"	""	""
"7967032"	"0.314587"	"6.09e-02"	"-2.231366"	"-4.55512"	"-0.2592526"	""	""
"7911307"	"0.314708"	"6.09e-02"	"-2.230904"	"-4.55578"	"-0.2775786"	"RPL23AP87///RPL23AP82///RPL23AP7"	"ribosomal protein L23a pseudogene 87///ribosomal protein L23a pseudogene 82///ribosomal protein L23a pseudogene 7"
"7997765"	"0.314708"	"6.09e-02"	"2.230796"	"-4.55594"	"0.1556765"	"ZNF469"	"zinc finger protein 469"
"8152900"	"0.314708"	"6.09e-02"	"2.230781"	"-4.55596"	"0.6686131"	""	""
"8025964"	"0.314765"	"6.09e-02"	"-2.230523"	"-4.55634"	"-0.3319558"	"ZNF439"	"zinc finger protein 439"
"8177232"	"0.314765"	"6.09e-02"	"2.230442"	"-4.55645"	"0.1853995"	"KDM5D"	"lysine demethylase 5D"
"8149823"	"0.315159"	"6.10e-02"	"-2.229484"	"-4.55784"	"-0.240236"	""	""
"7896615"	"0.315208"	"6.10e-02"	"2.229247"	"-4.55819"	"0.4552743"	""	""
"8013356"	"0.315208"	"6.11e-02"	"2.229051"	"-4.55847"	"0.2796384"	""	""
"8008185"	"0.315208"	"6.11e-02"	"2.22903"	"-4.5585"	"0.2716345"	"ABI3"	"ABI family member 3"
"8069845"	"0.315208"	"6.11e-02"	"2.228869"	"-4.55873"	"0.2534915"	"KRTAP19-7"	"keratin associated protein 19-7"
"8040742"	"0.315208"	"6.11e-02"	"-2.228765"	"-4.55888"	"-0.2858617"	"MAPRE3"	"microtubule associated protein RP/EB family member 3"
"8180222"	"0.315208"	"6.11e-02"	"-2.228685"	"-4.559"	"-0.1816558"	"CFHR4"	"complement factor H related 4"
"7892559"	"0.315208"	"6.11e-02"	"2.228623"	"-4.55909"	"0.3768746"	""	""
"7951589"	"0.315226"	"6.11e-02"	"2.228475"	"-4.5593"	"0.2023246"	""	""
"8131970"	"0.31526"	"6.11e-02"	"2.228293"	"-4.55957"	"0.1591048"	"EVX1"	"even-skipped homeobox 1"
"8019088"	"0.31528"	"6.11e-02"	"2.228142"	"-4.55979"	"0.2174318"	"LOC100131170"	"uncharacterized LOC100131170"
"8144894"	"0.315696"	"6.12e-02"	"2.227141"	"-4.56124"	"0.1644589"	"INTS10"	"integrator complex subunit 10"
"7896272"	"0.315696"	"6.12e-02"	"2.227034"	"-4.56139"	"0.6738147"	""	""
"8051987"	"0.315725"	"6.13e-02"	"2.226863"	"-4.56164"	"0.1886762"	""	""
"8143385"	"0.31574"	"6.13e-02"	"2.226716"	"-4.56185"	"0.2185128"	""	""
"7943969"	"0.31574"	"6.13e-02"	"2.226615"	"-4.562"	"0.2524765"	"HTR3A"	"5-hydroxytryptamine receptor 3A"
"7972253"	"0.315754"	"6.13e-02"	"2.226475"	"-4.5622"	"0.3126213"	""	""
"8025429"	"0.315771"	"6.13e-02"	"2.226331"	"-4.56241"	"0.2075464"	"HNRNPM"	"heterogeneous nuclear ribonucleoprotein M"
"7949896"	"0.315794"	"6.13e-02"	"2.226174"	"-4.56264"	"0.4150977"	"LOC650293"	"seven transmembrane helix receptor"
"8051926"	"0.315803"	"6.13e-02"	"-2.226047"	"-4.56282"	"-0.2475281"	""	""
"8107206"	"0.315823"	"6.13e-02"	"2.225895"	"-4.56304"	"0.188095"	""	""
"8051864"	"0.315834"	"6.14e-02"	"-2.225681"	"-4.56335"	"-0.3505694"	"C1GALT1C1L"	"C1GALT1-specific chaperone 1 like"
"8179322"	"0.315834"	"6.14e-02"	"-2.225657"	"-4.56339"	"-0.3982413"	"HSPA1B///HSPA1A"	"heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A"
"7977786"	"0.315845"	"6.14e-02"	"2.225431"	"-4.56372"	"0.2990057"	"SLC7A7"	"solute carrier family 7 member 7"
"8044844"	"0.315845"	"6.14e-02"	"-2.225417"	"-4.56374"	"-0.2936638"	"TMEM177"	"transmembrane protein 177"
"8019687"	"0.315998"	"6.14e-02"	"-2.22498"	"-4.56437"	"-0.1956504"	"A0PC11"	"anaphase promoting complex subunit 11"
"7901376"	"0.31602"	"6.14e-02"	"2.224766"	"-4.56468"	"0.187252"	"RNF11"	"ring finger protein 11"
"7945989"	"0.31602"	"6.15e-02"	"2.224718"	"-4.56475"	"0.2137192"	""	""
"7907156"	"0.316026"	"6.15e-02"	"2.224565"	"-4.56497"	"0.7448065"	"XCL1"	"X-C motif chemokine ligand 1"
"7896287"	"0.316026"	"6.15e-02"	"2.224417"	"-4.56518"	"0.247271"	""	""
"7899884"	"0.316026"	"6.15e-02"	"-2.224382"	"-4.56524"	"-0.3562627"	"ZSCAN20"	"zinc finger and SCAN domain containing 20"
"8044295"	"0.316043"	"6.15e-02"	"2.22422"	"-4.56547"	"0.2820784"	"SH3RF3"	"SH3 domain containing ring finger 3"
"8169898"	"0.316043"	"6.15e-02"	"2.224035"	"-4.56574"	"0.3635714"	"RAB33A"	"RAB33A, member RAS oncogene family"
"8172631"	"0.316043"	"6.15e-02"	"2.224023"	"-4.56576"	"0.2192152"	"FOXP3"	"forkhead box P3"
"7916582"	"0.316167"	"6.15e-02"	"2.223648"	"-4.5663"	"0.1872514"	""	""
"8084742"	"0.316201"	"6.16e-02"	"2.223469"	"-4.56656"	"0.1946532"	"LPP"	"LIM domain containing preferred translocation partner in lipoma"
"8134384"	"0.316275"	"6.16e-02"	"2.223203"	"-4.56694"	"0.2237372"	"DYNC1I1"	"dynein cytoplasmic 1 intermediate chain 1"
"8126387"	"0.316304"	"6.16e-02"	"2.22286"	"-4.56744"	"0.2209785"	"GUCA1B"	"guanylate cyclase activator 1B"
"7917612"	"0.316304"	"6.16e-02"	"-2.222687"	"-4.56769"	"-0.2229442"	"HFM1"	"HFM1, ATP dependent D0 helicase homolog"
"8090314"	"0.316304"	"6.16e-02"	"2.222577"	"-4.56785"	"0.2359139"	"ALDH1L1"	"aldehyde dehydrogenase 1 family member L1"
"8175593"	"0.316304"	"6.16e-02"	"-2.222573"	"-4.56786"	"-0.1955488"	"IDS"	"iduronate 2-sulfatase"
"8100960"	"0.316304"	"6.17e-02"	"2.222534"	"-4.56791"	"0.1979967"	""	""
"8039859"	"0.316304"	"6.17e-02"	"2.222493"	"-4.56797"	"0.1547551"	"KIR3DL2///KIR3DL1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DL2///KIR3DL1"	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
"8134263"	"0.316413"	"6.17e-02"	"2.222152"	"-4.56847"	"0.1620378"	"COL1A2///COL1A2"	"collagen type I alpha 2 chain///collagen type I alpha 2 chain"
"8115873"	"0.316564"	"6.17e-02"	"2.221723"	"-4.56909"	"0.3669371"	""	""
"8050007"	"0.316652"	"6.18e-02"	"2.221427"	"-4.56952"	"0.2059271"	"PXDN"	"peroxidasin"
"8096032"	"0.316663"	"6.18e-02"	"2.221293"	"-4.56971"	"0.1849103"	"PRDM8"	"PR/SET domain 8"
"8027260"	"0.316663"	"6.18e-02"	"-2.221188"	"-4.56986"	"-0.2191462"	"ZNF486"	"zinc finger protein 486"
"7958761"	"0.316799"	"6.18e-02"	"-2.22079"	"-4.57044"	"-0.2700315"	"ACAD10"	"acyl-CoA dehydrogenase family member 10"
"8126360"	"0.316806"	"6.18e-02"	"-2.220666"	"-4.57062"	"-0.2646587"	"MED20"	"mediator complex subunit 20"
"7918911"	"0.316864"	"6.18e-02"	"-2.220435"	"-4.57095"	"-0.1646463"	""	""
"8102127"	"0.316906"	"6.19e-02"	"-2.220239"	"-4.57124"	"-0.1930119"	"TACR3"	"tachykinin receptor 3"
"8174105"	"0.317123"	"6.19e-02"	"2.219667"	"-4.57207"	"0.2649911"	"NXF5"	"nuclear R0 export factor 5"
"8112724"	"0.317375"	"6.20e-02"	"-2.219021"	"-4.573"	"-0.2544992"	""	""
"7948369"	"0.317432"	"6.20e-02"	"2.218539"	"-4.5737"	"0.1871004"	""	""
"7990020"	"0.317432"	"6.20e-02"	"2.218497"	"-4.57376"	"0.1887441"	"ANP32A"	"acidic nuclear phosphoprotein 32 family member A"
"8122756"	"0.317432"	"6.20e-02"	"-2.218449"	"-4.57383"	"-0.2084342"	"PLEKHG1///PLEKHG1"	"pleckstrin homology and RhoGEF domain containing G1///pleckstrin homology and RhoGEF domain containing G1"
"7894329"	"0.317432"	"6.20e-02"	"-2.218426"	"-4.57386"	"-0.5451912"	""	""
"8005574"	"0.317432"	"6.20e-02"	"2.218364"	"-4.57395"	"0.2042025"	""	""
"8028674"	"0.317438"	"6.20e-02"	"-2.218243"	"-4.57413"	"-0.1580404"	"SUPT5H"	"SPT5 homolog, DSIF elongation factor subunit"
"7992758"	"0.31744"	"6.21e-02"	"2.21804"	"-4.57442"	"0.1752265"	"KREMEN2"	"kringle containing transmembrane protein 2"
"8164653"	"0.31744"	"6.21e-02"	"-2.218024"	"-4.57445"	"-0.1717301"	"UCK1"	"uridine-cytidine kinase 1"
"7990963"	"0.317589"	"6.21e-02"	"-2.217599"	"-4.57506"	"-0.3940253"	""	""
"7909510"	"0.317721"	"6.21e-02"	"-2.217187"	"-4.57566"	"-0.2002298"	"HHAT"	"hedgehog acyltransferase"
"8150976"	"0.317721"	"6.21e-02"	"-2.217102"	"-4.57578"	"-0.1755128"	""	""
"8019108"	"0.317822"	"6.22e-02"	"-2.21678"	"-4.57625"	"-0.2160784"	"CEP131"	"centrosomal protein 131"
"7927645"	"0.317866"	"6.22e-02"	"-2.216498"	"-4.57665"	"-0.2473384"	""	""
"7949104"	"0.317866"	"6.22e-02"	"2.216472"	"-4.57669"	"0.1681724"	"RASGRP2"	"RAS guanyl releasing protein 2"
"7898975"	"0.31793"	"6.22e-02"	"-2.216229"	"-4.57705"	"-0.1634085"	"SRRM1"	"serine and arginine repetitive matrix 1"
"7982535"	"0.317979"	"6.23e-02"	"-2.215927"	"-4.57748"	"-0.2344204"	"C15orf41"	"chromosome 15 open reading frame 41"
"8159667"	"0.317979"	"6.23e-02"	"-2.215911"	"-4.57751"	"-0.1943649"	"TOR4A"	"torsin family 4 member A"
"7956013"	"0.31798"	"6.23e-02"	"-2.215643"	"-4.57789"	"-0.2615276"	"BLOC1S1-RDH5///BLOC1S1"	"BLOC1S1-RDH5 readthrough///biogenesis of lysosomal organelles complex 1 subunit 1"
"8058118"	"0.31798"	"6.23e-02"	"-2.215625"	"-4.57792"	"-0.1829205"	"KCTD18"	"potassium channel tetramerization domain containing 18"
"8135048"	"0.31798"	"6.23e-02"	"2.215512"	"-4.57808"	"0.1963577"	"MUC17"	"mucin 17, cell surface associated"
"8060020"	"0.31798"	"6.23e-02"	"2.215448"	"-4.57818"	"0.2547993"	"FLJ43879"	"FLJ43879 protein"
"8154951"	"0.31798"	"6.23e-02"	"2.215225"	"-4.5785"	"0.2138243"	"GLUL"	"glutamate-ammonia ligase"
"8124082"	"0.31798"	"6.23e-02"	"2.21518"	"-4.57856"	"0.2513046"	""	""
"8122598"	"0.31798"	"6.23e-02"	"2.215092"	"-4.57869"	"0.2581332"	""	""
"7995193"	"0.31798"	"6.24e-02"	"2.214797"	"-4.57912"	"0.1784435"	"ARMC5"	"armadillo repeat containing 5"
"7896295"	"0.31798"	"6.24e-02"	"-2.214795"	"-4.57912"	"-0.3579003"	""	""
"7976063"	"0.31798"	"6.24e-02"	"-2.214732"	"-4.57921"	"-0.181781"	""	""
"8132097"	"0.31798"	"6.24e-02"	"2.214731"	"-4.57921"	"0.1518848"	"INMT-FAM188B///FAM188B"	"INMT-FAM188B readthrough (NMD candidate)///family with sequence similarity 188 member B"
"8035935"	"0.318017"	"6.24e-02"	"2.214546"	"-4.57948"	"0.3027409"	""	""
"7968972"	"0.318135"	"6.24e-02"	"-2.214188"	"-4.58"	"-0.1988346"	"POPDC2///COX17"	"popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone"
"7998929"	"0.31821"	"6.25e-02"	"2.213759"	"-4.58062"	"0.5042939"	""	""
"8144226"	"0.31821"	"6.25e-02"	"-2.213749"	"-4.58064"	"-0.2179989"	""	""
"7892697"	"0.31821"	"6.25e-02"	"2.213707"	"-4.5807"	"0.3010741"	""	""
"7893149"	"0.318306"	"6.25e-02"	"2.213396"	"-4.58115"	"0.7346289"	""	""
"7895101"	"0.318396"	"6.25e-02"	"-2.213098"	"-4.58158"	"-0.2277302"	""	""
"8025500"	"0.318663"	"6.26e-02"	"2.212422"	"-4.58256"	"0.1747551"	"UBL5"	"ubiquitin like 5"
"7950626"	"0.318683"	"6.26e-02"	"2.212219"	"-4.58285"	"0.2309213"	"RPS20P27"	"ribosomal protein S20 pseudogene 27"
"7894442"	"0.318683"	"6.26e-02"	"-2.212167"	"-4.58293"	"-0.5258759"	""	""
"8067948"	"0.318859"	"6.27e-02"	"-2.211601"	"-4.58375"	"-0.1626846"	""	""
"8102362"	"0.318859"	"6.27e-02"	"2.21158"	"-4.58378"	"0.3230128"	"TIFA"	"TRAF interacting protein with forkhead associated domain"
"8049574"	"0.31893"	"6.27e-02"	"-2.211321"	"-4.58415"	"-0.2979557"	"UBE2F-SCLY///UBE2F"	"UBE2F-SCLY readthrough (NMD candidate)///ubiquitin conjugating enzyme E2 F (putative)"
"7981317"	"0.319032"	"6.27e-02"	"2.210934"	"-4.58471"	"0.1762138"	""	""
"8156278"	"0.319032"	"6.27e-02"	"2.210821"	"-4.58487"	"0.1630258"	"C9orf47///S1PR3"	"chromosome 9 open reading frame 47///sphingosine-1-phosphate receptor 3"
"7918913"	"0.319032"	"6.27e-02"	"2.210786"	"-4.58493"	"0.2898023"	"IGSF3"	"immunoglobulin superfamily member 3"
"7895312"	"0.319242"	"6.28e-02"	"2.210124"	"-4.58588"	"0.5498729"	""	""
"8155073"	"0.319242"	"6.28e-02"	"2.210057"	"-4.58598"	"0.2919437"	"CCDC107"	"coiled-coil domain containing 107"
"7997502"	"0.319242"	"6.28e-02"	"-2.209953"	"-4.58613"	"-0.2245172"	""	""
"7893420"	"0.319242"	"6.28e-02"	"2.209913"	"-4.58619"	"0.2119702"	""	""
"8032034"	"0.319438"	"6.29e-02"	"2.209314"	"-4.58706"	"0.208177"	"C2CD4C"	"C2 calcium dependent domain containing 4C"
"8029273"	"0.319438"	"6.29e-02"	"-2.209197"	"-4.58722"	"-0.3392733"	"MEGF8"	"multiple EGF like domains 8"
"8102728"	"0.319438"	"6.29e-02"	"2.209084"	"-4.58739"	"0.3436867"	""	""
"7978492"	"0.319438"	"6.29e-02"	"-2.208939"	"-4.5876"	"-0.2437809"	"HEATR5A"	"HEAT repeat containing 5A"
"8076757"	"0.319438"	"6.29e-02"	"2.208885"	"-4.58768"	"0.1983458"	"CELSR1"	"cadherin EGF LAG seven-pass G-type receptor 1"
"8124086"	"0.319438"	"6.29e-02"	"-2.208851"	"-4.58773"	"-0.3800756"	""	""
"8166402"	"0.319438"	"6.29e-02"	"2.20875"	"-4.58787"	"0.2111232"	"SMS"	"spermine synthase"
"7975787"	"0.319577"	"6.30e-02"	"2.208291"	"-4.58854"	"0.230549"	"JDP2"	"Jun dimerization protein 2"
"8097470"	"0.319577"	"6.30e-02"	"2.208169"	"-4.58871"	"0.2776131"	""	""
"8167728"	"0.319577"	"6.30e-02"	"-2.208132"	"-4.58877"	"-0.3377557"	"SSX2B///SSX4B///SSX9///SSX8///SSX7///SSX6///SSX3///SSX4///SSX5///SSX2///SSX1///SSX2B///SSX2"	"SSX family member 2B///SSX family member 4B///SSX family member 9, pseudogene///SSX family member 8///SSX family member 7///SSX family member 6, pseudogene///SSX family member 3///SSX family member 4///SSX family member 5///SSX family member 2///SSX family member 1///SSX family member 2B///SSX family member 2"
"8177108"	"0.319577"	"6.30e-02"	"2.208031"	"-4.58891"	"0.2099851"	"TTTY1B///TTTY1"	"testis-specific transcript, Y-linked 1B (non-protein coding)///testis-specific transcript, Y-linked 1 (non-protein coding)"
"7893491"	"0.319587"	"6.30e-02"	"2.207811"	"-4.58923"	"0.4600403"	""	""
"7893563"	"0.319587"	"6.30e-02"	"-2.207797"	"-4.58925"	"-0.4108332"	""	""
"7968361"	"0.319625"	"6.30e-02"	"-2.207526"	"-4.58964"	"-0.1508065"	"TEX26"	"testis expressed 26"
"7932017"	"0.319625"	"6.30e-02"	"-2.207492"	"-4.58969"	"-0.1814687"	""	""
"7938800"	"0.319625"	"6.30e-02"	"2.207344"	"-4.58991"	"0.2260515"	"LDHAL6A"	"lactate dehydrogenase A like 6A"
"8103904"	"0.319625"	"6.31e-02"	"2.207185"	"-4.59014"	"0.1985128"	""	""
"7896644"	"0.319625"	"6.31e-02"	"2.207127"	"-4.59022"	"0.2284971"	""	""
"8173583"	"0.319625"	"6.31e-02"	"2.207054"	"-4.59033"	"0.1951746"	"DMRTC1B///FAM226B///FAM226A///DMRTC1"	"DMRT like family C1B///family with sequence similarity 226 member B (non-protein coding)///family with sequence similarity 226 member A (non-protein coding)///DMRT like family C1"
"7899455"	"0.319625"	"6.31e-02"	"-2.206972"	"-4.59044"	"-0.243589"	"PHACTR4"	"phosphatase and actin regulator 4"
"8034370"	"0.319634"	"6.31e-02"	"-2.206847"	"-4.59062"	"-0.2849248"	"ZNF563"	"zinc finger protein 563"
"7997861"	"0.319758"	"6.31e-02"	"2.206479"	"-4.59116"	"0.2464777"	""	""
"8019081"	"0.319771"	"6.31e-02"	"2.206346"	"-4.59135"	"0.2734557"	""	""
"8002312"	"0.319975"	"6.32e-02"	"2.205807"	"-4.59213"	"0.1980206"	"NOB1"	"NIN1/PSMD8 binding protein 1 homolog"
"8117334"	"0.320024"	"6.32e-02"	"-2.205596"	"-4.59244"	"-0.2228596"	"HIST1H4A"	"histone cluster 1, H4a"
"8015252"	"0.320212"	"6.33e-02"	"2.205093"	"-4.59316"	"0.2854735"	"KRTAP17-1"	"keratin associated protein 17-1"
"7929616"	"0.320271"	"6.33e-02"	"-2.20465"	"-4.5938"	"-0.3500698"	"FRAT1"	"frequently rearranged in advanced T-cell lymphomas 1"
"7931097"	"0.320271"	"6.33e-02"	"2.204546"	"-4.59395"	"0.1878808"	"HTRA1"	"HtrA serine peptidase 1"
"7986629"	"0.320271"	"6.33e-02"	"2.204485"	"-4.59404"	"0.1805285"	"ADAM6"	"ADAM metallopeptidase domain 6 (pseudogene)"
"7952675"	"0.320271"	"6.33e-02"	"2.204443"	"-4.5941"	"0.1870934"	""	""
"7892853"	"0.320271"	"6.33e-02"	"2.204369"	"-4.59421"	"0.2601764"	""	""
"7992867"	"0.320271"	"6.33e-02"	"2.20428"	"-4.59434"	"0.1817287"	"LINC00921"	"long intergenic non-protein coding R0 921"
"7955719"	"0.320271"	"6.33e-02"	"-2.204225"	"-4.59442"	"-0.1586854"	"HIGD1A"	"HIG1 hypoxia inducible domain family member 1A"
"8089128"	"0.320388"	"6.34e-02"	"2.203871"	"-4.59493"	"0.2003086"	"TOMM70"	"translocase of outer mitochondrial membrane 70"
"7934731"	"0.320455"	"6.34e-02"	"2.203546"	"-4.5954"	"0.3330529"	"C1D"	"C1D nuclear receptor corepressor"
"8166611"	"0.320455"	"6.34e-02"	"2.203519"	"-4.59544"	"0.1932508"	"MAGEB2"	"MAGE family member B2"
"8087885"	"0.320644"	"6.35e-02"	"-2.202932"	"-4.59629"	"-0.1772359"	"BAP1"	"BRCA1 associated protein 1"
"8125360"	"0.320644"	"6.35e-02"	"2.202865"	"-4.59639"	"0.1586861"	"PBX2///PBX2P1"	"PBX homeobox 2///PBX homeobox 2 pseudogene 1"
"7960878"	"0.320644"	"6.35e-02"	"2.202701"	"-4.59662"	"0.3106525"	"POU5F1P3///POU5F1P3"	"POU class 5 homeobox 1 pseudogene 3///POU class 5 homeobox 1 pseudogene 3"
"8001682"	"0.320644"	"6.35e-02"	"2.202695"	"-4.59663"	"0.1668425"	"PRSS54"	"protease, serine 54"
"8141643"	"0.320714"	"6.35e-02"	"2.202442"	"-4.597"	"0.2430412"	"UFSP1"	"UFM1 specific peptidase 1 (inactive)"
"7970509"	"0.321219"	"6.36e-02"	"2.201269"	"-4.5987"	"0.1761508"	""	""
"7897460"	"0.32123"	"6.36e-02"	"2.201049"	"-4.59901"	"0.2840277"	"SLC25A33"	"solute carrier family 25 member 33"
"8100290"	"0.32123"	"6.36e-02"	"-2.201035"	"-4.59903"	"-0.1788496"	""	""
"8156199"	"0.32131"	"6.37e-02"	"-2.20076"	"-4.59943"	"-0.1652963"	"DAPK1"	"death associated protein kinase 1"
"8038877"	"0.321562"	"6.37e-02"	"2.199896"	"-4.60068"	"0.2396064"	"SIGLEC5"	"sialic acid binding Ig like lectin 5"
"8141050"	"0.321562"	"6.38e-02"	"2.199757"	"-4.60088"	"0.3208842"	"RPS3A"	"ribosomal protein S3A"
"8132805"	"0.321562"	"6.38e-02"	"2.199707"	"-4.60095"	"0.2650952"	"VWC2"	"von Willebrand factor C domain containing 2"
